,filename,nb_streams,nb_programs,format_name,format_long_name,start_time,duration,size,bit_rate,probe_score,tags,class
11,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
12,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
13,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
14,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
15,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
16,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
17,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
18,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
19,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
20,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
21,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
22,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
23,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
24,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
25,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
26,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
27,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
28,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
29,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
30,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
31,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
32,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
33,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
34,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
35,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
36,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
37,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
38,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
39,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
40,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
41,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
42,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
43,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
44,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
45,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
46,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
47,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
48,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
49,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
50,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
51,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
52,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
53,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
54,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
55,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
56,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
57,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
58,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
59,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
60,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
61,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
62,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
63,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
64,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
65,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
66,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
67,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
68,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
69,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
70,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
71,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
72,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
73,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
74,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
75,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
76,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
77,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
78,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
79,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
80,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
81,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
82,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
83,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
84,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
85,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
86,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
87,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
88,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
89,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
90,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
91,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
92,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
93,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
94,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
95,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
96,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
97,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
98,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
99,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
100,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
101,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
102,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
103,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
104,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
105,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
106,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
107,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
108,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/-1l5631l3fg_0.avi,1.0,0.0,avi,AVI (Audio Video Interleaved),0.000000,5.000000,2465594,3944950,100.0,{'encoder': 'Lavf58.20.100'},1.0
